name	system	score	length	NonEffector.prob	T1SE.prob	T2SE.prob	T3SE.prob	T4SE.prob	T6SE.prob	assembly	replicon	protein_id	location	annotation	locus_tag	gene
CP002745.1_prot_1943	III	0.6604	271	0.322	0.0043	0.002	0.6604	0.0063	0.005	GCA_000221045	CP002745.1	AEK61782.1	2300181..2300996	Taurine transport ATP-binding protein	CFU_1951	tauB
CP002745.1_prot_1956	II	0.7671	426	0.1874	0.0132	0.7671	0.0035	0.0103	0.0185	GCA_000221045	CP002745.1	AEK61795.1	2312099..2313379	secretory lipase	CFU_1964	
CP002745.1_prot_1968	III	0.4465	320	0.336	0.002	0.0019	0.4465	0.109	0.1046	GCA_000221045	CP002745.1	AEK61807.1	complement(2322880..2323842)	hypothetical protein	CFU_1976	
CP002745.1_prot_1988	II	0.42	420	0.4171	0.0031	0.42	0.0122	0.1089	0.0386	GCA_000221045	CP002745.1	AEK61827.1	2341420..2342682	Polyketide synthase-like protein	CFU_1996	
CP002745.1_prot_2001	III	0.5041	111	0.4254	0.0062	0.0025	0.5041	0.0291	0.0326	GCA_000221045	CP002745.1	AEK61840.1	2360691..2361026	hypothetical protein	CFU_2009	
CP002745.1_prot_2018	VI	0.4092	305	0.3238	0.0133	0.0112	0.2421	0.0005	0.4092	GCA_000221045	CP002745.1	AEK61857.1	2380998..2381915	hypothetical protein	CFU_2027	srpI
CP002745.1_prot_2020	I	0.4554	138	0.0031	0.4554	0.0084	0.1271	0.0002	0.4059	GCA_000221045	CP002745.1	AEK61859.1	2384193..2384609	hypothetical protein	CFU_2029	
CP002745.1_prot_2021	VI	0.4832	127	0.0034	0.1175	0.0082	0.3816	0.0061	0.4832	GCA_000221045	CP002745.1	AEK61860.1	2384694..2385077	hypothetical protein	CFU_2030	
CP002745.1_prot_2022	III	0.7908	210	0.0146	0.0042	0.0007	0.7908	0.0462	0.1436	GCA_000221045	CP002745.1	AEK61861.1	2385090..2385722	hypothetical protein	CFU_2031	
CP002745.1_prot_2023	III	0.9926	298	0.0001	0.0058	0.0003	0.9926	0.001	0.0002	GCA_000221045	CP002745.1	AEK61862.1	2385745..2386641	hypothetical protein	CFU_2032	
CP002745.1_prot_2024	VI	0.5586	203	0.2146	0.0025	0.0022	0.1746	0.0475	0.5586	GCA_000221045	CP002745.1	AEK61863.1	2386644..2387255	hypothetical protein	CFU_2033	
CP002745.1_prot_2025	VI	0.4965	191	0.3215	0.1158	0.0106	0.0499	0.0058	0.4965	GCA_000221045	CP002745.1	AEK61864.1	2387252..2387827	hypothetical protein	CFU_2034	
CP002745.1_prot_2027	III	0.4763	337	0.3669	0.0014	0.0004	0.4763	0.1264	0.0286	GCA_000221045	CP002745.1	AEK61866.1	2389491..2390504	hypothetical protein	CFU_2036	
CP002745.1_prot_2028	VI	0.9986	162	0.0004	0.0003	0.0001	0.0006	0.0001	0.9986	GCA_000221045	CP002745.1	AEK61867.1	2390506..2390994	hypothetical protein	CFU_2037	
CP002745.1_prot_2029	III	0.9131	518	0.0599	0.0011	0.0003	0.9131	0.0237	0.0019	GCA_000221045	CP002745.1	AEK61868.1	2390994..2392550	hypothetical protein	CFU_2038	
CP002745.1_prot_2030	VI	0.9964	215	0.003	0.0002	0.0001	0.0003	0.0	0.9964	GCA_000221045	CP002745.1	AEK61869.1	2392550..2393197	uncharacterized protein containing LysM domain	CFU_2039	
CP002745.1_prot_2031	VI	0.9756	359	0.0009	0.0006	0.0001	0.0223	0.0005	0.9756	GCA_000221045	CP002745.1	AEK61870.1	2393154..2394233	Phage protein D	CFU_2040	
CP002745.1_prot_2032	VI	0.9941	206	0.0007	0.0027	0.0001	0.0023	0.0002	0.9941	GCA_000221045	CP002745.1	AEK61871.1	2394230..2394850	VgrG protein	CFU_2041	
CP002745.1_prot_2033	VI	0.9847	137	0.0017	0.0127	0.0002	0.0004	0.0003	0.9847	GCA_000221045	CP002745.1	AEK61872.1	2394859..2395272	hypothetical protein	CFU_2042	
CP002745.1_prot_2039	III	0.8524	280	0.0021	0.0573	0.0048	0.8524	0.0003	0.0831	GCA_000221045	CP002745.1	AEK61878.1	2401162..2402004	hypothetical protein	CFU_2048	
CP002745.1_prot_2040	I	0.5089	1222	0.0062	0.5089	0.0096	0.2855	0.0012	0.1886	GCA_000221045	CP002745.1	AEK61879.1	2401991..2405659	hypothetical protein	CFU_2049	
CP002745.1_prot_2041	III	0.9314	321	0.0034	0.0187	0.0006	0.9314	0.0138	0.0322	GCA_000221045	CP002745.1	AEK61880.1	2405725..2406690	hypothetical protein	CFU_2050	
CP002745.1_prot_2042	VI	0.6222	226	0.0858	0.0016	0.0002	0.2557	0.0345	0.6222	GCA_000221045	CP002745.1	AEK61881.1	complement(2406725..2407405)	hypothetical protein	CFU_2051	
CP002745.1_prot_2043	III	0.6714	269	0.1544	0.0094	0.0247	0.6714	0.0057	0.1345	GCA_000221045	CP002745.1	AEK61882.1	2407356..2408165	hypothetical protein	CFU_2052	
CP002745.1_prot_2046	III	0.952	848	0.0043	0.0024	0.0006	0.952	0.0019	0.0388	GCA_000221045	CP002745.1	AEK61885.1	2410950..2413496	hypothetical protein	CFU_2055	
CP002745.1_prot_2048	VI	0.4897	257	0.095	0.0203	0.0027	0.3759	0.0164	0.4897	GCA_000221045	CP002745.1	AEK61887.1	complement(2414584..2415357)	hypothetical protein	CFU_2057	
CP002745.1_prot_2069	III	0.8909	172	0.0121	0.0195	0.0084	0.8909	0.0011	0.068	GCA_000221045	CP002745.1	AEK61908.1	complement(2435619..2436137)	Protocatechuate 3,4-dioxygenase alpha chain	CFU_2078	pcaG
CP002745.1_prot_2079	VI	0.6321	451	0.0078	0.0058	0.0001	0.1692	0.1849	0.6321	GCA_000221045	CP002745.1	AEK61918.1	complement(2443544..2444899)	hypothetical protein	CFU_2088	
CP002745.1_prot_2085	II	0.8823	469	0.0608	0.0173	0.8823	0.0026	0.0174	0.0196	GCA_000221045	CP002745.1	AEK61924.1	2449102..2450511	Glycerophosphoryl diester phosphodiesterase	CFU_2094	glpQ
CP002745.1_prot_2106	VI	0.9806	613	0.0017	0.0069	0.0014	0.009	0.0004	0.9806	GCA_000221045	CP002745.1	AEK61945.1	complement(2471471..2473312)	Hypothetical Protein	CFU_2115	
CP002745.1_prot_2119	II	0.8996	663	0.0436	0.0189	0.8996	0.0157	0.0068	0.0154	GCA_000221045	CP002745.1	AEK61958.1	2486203..2488194	hypothetical protein	CFU_2128	
CP002745.1_prot_2133	VI	0.3592	104	0.1987	0.0022	0.0006	0.0983	0.3411	0.3592	GCA_000221045	CP002745.1	AEK61972.1	complement(2507418..2507732)	hypothetical protein	CFU_2142	
CP002745.1_prot_2141	III	0.8957	185	0.0944	0.0041	0.0016	0.8957	0.0039	0.0003	GCA_000221045	CP002745.1	AEK61980.1	2522344..2522901	Carboxymuconolactone decarboxylase	CFU_2150	mip
CP002745.1_prot_2159	VI	0.5705	621	0.0351	0.0299	0.0005	0.2609	0.1031	0.5705	GCA_000221045	CP002745.1	AEK61998.1	2543396..2545261	hypothetical protein	CFU_2168	
CP002745.1_prot_2169	VI	0.3479	423	0.2167	0.0186	0.0006	0.2936	0.1227	0.3479	GCA_000221045	CP002745.1	AEK62008.1	2553270..2554541	hypothetical protein	CFU_2178	
CP002745.1_prot_2176	III	0.5499	466	0.4172	0.0014	0.0012	0.5499	0.0281	0.0021	GCA_000221045	CP002745.1	AEK62015.1	complement(2584432..2585832)	Pyridoxal phosphate-dependent aminotransferase	CFU_2187	
CP002745.1_prot_2183	VI	0.7863	725	0.0361	0.0035	0.0002	0.1549	0.019	0.7863	GCA_000221045	CP002745.1	AEK62022.1	2592642..2594819	hypothetical protein	CFU_2194	
CP002745.1_prot_2202	VI	0.729	623	0.029	0.0222	0.0005	0.2024	0.0169	0.729	GCA_000221045	CP002745.1	AEK62041.1	complement(2617612..2619483)	hypothetical protein	CFU_2213	
CP002745.1_prot_2211	VI	0.3682	368	0.1783	0.154	0.0014	0.1111	0.1869	0.3682	GCA_000221045	CP002745.1	AEK62050.1	2627088..2628194	hypothetical protein	CFU_2223	
CP002745.1_prot_2213	VI	0.7252	547	0.0245	0.012	0.0003	0.1725	0.0656	0.7252	GCA_000221045	CP002745.1	AEK62052.1	2630033..2631676	hypothetical protein	CFU_2225	
CP002745.1_prot_2218	I	0.5909	2021	0.0335	0.5909	0.2982	0.0189	0.0103	0.0483	GCA_000221045	CP002745.1	AEK62057.1	complement(2636102..2642167)	putative hemagglutinin-like protein	CFU_2230	
CP002745.1_prot_2219	VI	0.6116	182	0.2833	0.0718	0.0049	0.0269	0.0016	0.6116	GCA_000221045	CP002745.1	AEK62058.1	2642440..2642988	microcystin dependent protein	CFU_2231	
CP002745.1_prot_2220	VI	0.6803	177	0.0067	0.1784	0.0079	0.1232	0.0035	0.6803	GCA_000221045	CP002745.1	AEK62059.1	2643022..2643555	microcystin dependent protein	CFU_2232	
CP002745.1_prot_2221	VI	0.6832	177	0.0682	0.212	0.0051	0.0267	0.0048	0.6832	GCA_000221045	CP002745.1	AEK62060.1	2643624..2644157	phage Tail Collar	CFU_2233	
CP002745.1_prot_2224	III	0.6644	332	0.1286	0.0019	0.0003	0.6644	0.1712	0.0337	GCA_000221045	CP002745.1	AEK62063.1	2645078..2646076	hypothetical protein	CFU_2236	
CP002745.1_prot_2240	VI	0.3306	611	0.3289	0.005	0.0008	0.1305	0.2043	0.3306	GCA_000221045	CP002745.1	AEK62079.1	2675599..2677434	hypothetical protein	CFU_2252	
CP002745.1_prot_2301	III	0.5159	83	0.4498	0.0006	0.0006	0.5159	0.0286	0.0046	GCA_000221045	CP002745.1	AEK62140.1	complement(2760316..2760567)	hypothetical protein	CFU_2313	
CP002745.1_prot_2310	III	0.5008	80	0.384	0.0005	0.0002	0.5008	0.1135	0.0009	GCA_000221045	CP002745.1	AEK62149.1	2767168..2767410	hypothetical protein	CFU_2322	
CP002745.1_prot_2314	VI	0.7919	313	0.1098	0.0009	0.0225	0.0082	0.0667	0.7919	GCA_000221045	CP002745.1	AEK62153.1	complement(2772065..2773006)	conserved hypothetical protein	CFU_2326	
CP002745.1_prot_2322	VI	0.4797	464	0.3994	0.0039	0.0639	0.0117	0.0414	0.4797	GCA_000221045	CP002745.1	AEK62161.1	complement(2780711..2782105)	Virulence protein	CFU_2334	acvB
CP002745.1_prot_2347	III	0.6239	117	0.3678	0.0005	0.0002	0.6239	0.0066	0.001	GCA_000221045	CP002745.1	AEK62186.1	complement(2812568..2812921)	hypothetical protein	CFU_2359	
CP002745.1_prot_2375	III	0.6362	189	0.322	0.0042	0.0059	0.6362	0.0057	0.0259	GCA_000221045	CP002745.1	AEK62214.1	complement(2845177..2845746)	Conserved hypothetical protein	CFU_2387	
CP002745.1_prot_2386	III	0.6818	208	0.252	0.0028	0.0013	0.6818	0.0518	0.0103	GCA_000221045	CP002745.1	AEK62225.1	2856633..2857259	conserved hypothetical protein	CFU_2398	
CP002745.1_prot_2397	VI	0.6469	400	0.276	0.0321	0.0091	0.0243	0.0117	0.6469	GCA_000221045	CP002745.1	AEK62236.1	2869247..2870449	conserved hypothetical protein	CFU_2409	
CP002745.1_prot_2402	II	0.5533	221	0.1015	0.192	0.5533	0.0121	0.1087	0.0324	GCA_000221045	CP002745.1	AEK62241.1	2876387..2877052	Protein U precursor	CFU_2414	
CP002745.1_prot_2405	II	0.7035	162	0.0471	0.1444	0.7035	0.0226	0.0232	0.0593	GCA_000221045	CP002745.1	AEK62244.1	2880076..2880564	hypothetical protein	CFU_2417	
CP002745.1_prot_2421	III	0.9913	119	0.0043	0.0004	0.0002	0.9913	0.0013	0.0026	GCA_000221045	CP002745.1	AEK62260.1	complement(2896251..2896610)	hypothetical protein	CFU_2433	
CP002745.1_prot_2530	III	0.9533	129	0.0349	0.0006	0.0009	0.9533	0.0096	0.0007	GCA_000221045	CP002745.1	AEK62369.1	complement(3018360..3018749)	hypothetical protein	CFU_2542	
CP002745.1_prot_2567	III	0.8714	357	0.0028	0.0224	0.0003	0.8714	0.0701	0.0331	GCA_000221045	CP002745.1	AEK62406.1	3061170..3062243	hypothetical protein	CFU_2579	
CP002745.1_prot_2629	II	0.7826	1277	0.1245	0.0446	0.7826	0.0027	0.0168	0.0289	GCA_000221045	CP002745.1	AEK62468.1	complement(3129224..3133057)	type 4 fimbrial biogenesis protein	CFU_2641	
CP002745.1_prot_2636	II	0.871	546	0.0893	0.0129	0.871	0.0072	0.0064	0.0133	GCA_000221045	CP002745.1	AEK62475.1	complement(3141095..3142735)	Glycine-rich cell wall structural protein 1.8 precursor	CFU_2648	
CP002745.1_prot_2640	II	0.6141	688	0.0166	0.3255	0.6141	0.0236	0.009	0.0113	GCA_000221045	CP002745.1	AEK62479.1	3147918..3149984	autotransporter	CFU_2652	
CP002745.1_prot_2642	II	0.7617	952	0.0197	0.0667	0.7617	0.0079	0.0719	0.0722	GCA_000221045	CP002745.1	AEK62481.1	complement(3150646..3153504)	coagulation factor 5/8 type domain protein	CFU_2654	
CP002745.1_prot_2643	II	0.8469	825	0.08	0.039	0.8469	0.0082	0.0031	0.0228	GCA_000221045	CP002745.1	AEK62482.1	3153929..3156406	Neuraminidase (sialidase)	CFU_2655	celA
CP002745.1_prot_2645	II	0.749	654	0.1382	0.0865	0.749	0.0048	0.0091	0.0124	GCA_000221045	CP002745.1	AEK62484.1	complement(3158418..3160382)	putative lipoprotein	CFU_2657	
CP002745.1_prot_2659	I	0.9922	787	0.0008	0.9922	0.0023	0.002	0.0016	0.0012	GCA_000221045	CP002745.1	AEK62498.1	complement(3178758..3181121)	putative outer membrane adhesin like protein	CFU_2671	frpC
CP002745.1_prot_2660	I	0.5332	446	0.0016	0.5332	0.0063	0.0857	0.0025	0.3706	GCA_000221045	CP002745.1	AEK62499.1	complement(3181410..3182750)	Egg case silk protein 2	CFU_2672	
CP002745.1_prot_2663	VI	0.6112	100	0.3658	0.0072	0.0005	0.0014	0.0139	0.6112	GCA_000221045	CP002745.1	AEK62502.1	complement(3188435..3188737)	phage integrase family protein	CFU_2675	
CP002745.1_prot_2667	VI	0.9917	159	0.0061	0.0008	0.0	0.0004	0.0009	0.9917	GCA_000221045	CP002745.1	AEK62506.1	3191210..3191689	Phage-related protein	CFU_2679	
CP002745.1_prot_2675	III	0.7282	385	0.1102	0.0044	0.0008	0.7282	0.0331	0.1233	GCA_000221045	CP002745.1	AEK62514.1	3201149..3202306	conserved hypothetical protein	CFU_2687	
CP002745.1_prot_2691	II	0.8499	587	0.0599	0.009	0.8499	0.004	0.0402	0.037	GCA_000221045	CP002745.1	AEK62530.1	3218384..3220147	hypothetical protein	CFU_2703	
CP002745.1_prot_2718	II	0.4885	335	0.4612	0.0104	0.4885	0.004	0.0179	0.0179	GCA_000221045	CP002745.1	AEK62557.1	complement(3250546..3251553)	putative endoglucanase precursor	CFU_2730	egl
CP002745.1_prot_2753	III	0.5465	78	0.0326	0.002	0.0003	0.5465	0.4171	0.0016	GCA_000221045	CP002745.1	AEK62592.1	complement(3291041..3291277)	hypothetical protein	CFU_2765	
CP002745.1_prot_2758	VI	0.5749	805	0.0146	0.0408	0.0004	0.2034	0.1658	0.5749	GCA_000221045	CP002745.1	AEK62597.1	3295416..3297833	hypothetical protein	CFU_2770	
CP002745.1_prot_2762	III	0.8787	277	0.1058	0.002	0.0018	0.8787	0.0101	0.0016	GCA_000221045	CP002745.1	AEK62601.1	3300317..3301150	hypothetical protein	CFU_2775	
CP002745.1_prot_2790	VI	0.7769	87	0.2149	0.0058	0.0002	0.0015	0.0006	0.7769	GCA_000221045	CP002745.1	AEK62629.1	complement(3329113..3329376)	PAAR motif family	CFU_2803	
CP002745.1_prot_2792	VI	0.9998	766	0.0	0.0001	0.0	0.0	0.0	0.9998	GCA_000221045	CP002745.1	AEK62631.1	complement(3331054..3333354)	Putative transmembrane protein	CFU_2805	
CP002745.1_prot_2793	VI	0.9955	933	0.0021	0.0019	0.0001	0.0005	0.0	0.9955	GCA_000221045	CP002745.1	AEK62632.1	complement(3333374..3336175)	putative Vgr-related protein	CFU_2806	
CP002745.1_prot_2821	II	0.6974	661	0.2817	0.0139	0.6974	0.0025	0.0024	0.0022	GCA_000221045	CP002745.1	AEK62660.1	complement(3364330..3366315)	Xanthomonapepsin precursor	CFU_2834	
CP002745.1_prot_2830	III	0.8884	121	0.0992	0.0004	0.0002	0.8884	0.0101	0.0017	GCA_000221045	CP002745.1	AEK62669.1	3375555..3375920	hypothetical protein	CFU_2843	
CP002745.1_prot_2899	VI	0.5616	597	0.3827	0.0007	0.0015	0.0203	0.0332	0.5616	GCA_000221045	CP002745.1	AEK62738.1	3445022..3446815	hypothetical protein	CFU_2912	
CP002745.1_prot_2909	II	0.5137	446	0.3973	0.017	0.5137	0.0635	0.0066	0.0019	GCA_000221045	CP002745.1	AEK62748.1	3458174..3459514	hypothetical protein	CFU_2922	
CP002745.1_prot_2939	VI	0.6267	384	0.071	0.0091	0.0004	0.1454	0.1473	0.6267	GCA_000221045	CP002745.1	AEK62778.1	3489970..3491124	hypothetical protein	CFU_2952	
CP002745.1_prot_2956	III	0.7644	210	0.0571	0.0015	0.0003	0.7644	0.1722	0.0046	GCA_000221045	CP002745.1	AEK62795.1	complement(3506740..3507372)	hypothetical protein	CFU_2970	
CP002745.1_prot_2961	II	0.7315	434	0.2327	0.0224	0.7315	0.003	0.0051	0.0053	GCA_000221045	CP002745.1	AEK62800.1	3513255..3514559	chitinase ChiI	CFU_2975	chiI
CP002745.1_prot_2963	II	0.5544	386	0.3707	0.0076	0.5544	0.0257	0.0316	0.0101	GCA_000221045	CP002745.1	AEK62802.1	complement(3515172..3516332)	chitinase ChiII	CFU_2977	chiII
CP002745.1_prot_2964	II	0.84	306	0.0608	0.0102	0.84	0.0439	0.0171	0.0281	GCA_000221045	CP002745.1	AEK62803.1	complement(3516350..3517270)	putative hydrolase	CFU_2978	
CP002745.1_prot_2990	VI	0.9192	249	0.0753	0.0015	0.0001	0.0018	0.002	0.9192	GCA_000221045	CP002745.1	AEK62829.1	3547579..3548328	site-specific recombinase	CFU_3004	pinR
CP002745.1_prot_2995	VI	0.4717	104	0.3212	0.0313	0.0013	0.0832	0.0913	0.4717	GCA_000221045	CP002745.1	AEK62834.1	complement(3552631..3552945)	hypothetical protein	CFU_3009	
CP002745.1_prot_3010	III	0.5251	301	0.4593	0.0015	0.0012	0.5251	0.0107	0.0021	GCA_000221045	CP002745.1	AEK62849.1	complement(3567107..3568012)	putative signaling protein EAL	CFU_3024	
CP002745.1_prot_3036	VI	0.7696	40	0.1943	0.0085	0.0004	0.0253	0.002	0.7696	GCA_000221045	CP002745.1	AEK62875.1	3591580..3591702	hypothetical protein	CFU_3050	
CP002745.1_prot_3086	III	0.5952	275	0.3862	0.0013	0.0056	0.5952	0.0007	0.0109	GCA_000221045	CP002745.1	AEK62925.1	complement(3644259..3645086)	Electron transfer flavoprotein, beta subunit	CFU_3100	eftB
CP002745.1_prot_3096	II	0.6084	699	0.2132	0.0067	0.6084	0.115	0.0118	0.045	GCA_000221045	CP002745.1	AEK62935.1	3657947..3660046	Phosphate binding protein	CFU_3110	
CP002745.1_prot_3098	III	0.7852	406	0.1793	0.0008	0.0013	0.7852	0.0016	0.0318	GCA_000221045	CP002745.1	AEK62937.1	3660612..3661832	Regulatory protein	CFU_3112	
CP002745.1_prot_3120	III	0.4613	262	0.453	0.0048	0.0077	0.4613	0.0043	0.0689	GCA_000221045	CP002745.1	AEK62959.1	complement(3678456..3679244)	conserved hypothetical protein; putative Uracil DNA glycosylase	CFU_3134	
CP002745.1_prot_3174	III	0.6002	320	0.1702	0.0006	0.0013	0.6002	0.2255	0.0022	GCA_000221045	CP002745.1	AEK63013.1	complement(3743456..3744418)	transcription factor jumonji, JmjC	CFU_3188	jmjC
CP002745.1_prot_3192	VI	0.4186	476	0.0042	0.0102	0.0002	0.1828	0.3839	0.4186	GCA_000221045	CP002745.1	AEK63031.1	complement(3759899..3761329)	hypothetical protein	CFU_3206	
CP002745.1_prot_3195	III	0.6373	128	0.3189	0.0015	0.0012	0.6373	0.0397	0.0015	GCA_000221045	CP002745.1	AEK63034.1	3762612..3762998	hypothetical protein	CFU_3210	
CP002745.1_prot_3202	VI	0.9997	163	0.0001	0.0001	0.0	0.0	0.0	0.9997	GCA_000221045	CP002745.1	AEK63041.1	3768546..3769037	hypothetical protein	CFU_3217	
CP002745.1_prot_3243	III	0.8571	159	0.0725	0.0144	0.0018	0.8571	0.0198	0.0344	GCA_000221045	CP002745.1	AEK63082.1	3811272..3811751	hypothetical protein	CFU_3258	
CP002745.1_prot_3252	VI	0.6021	67	0.3234	0.0321	0.0019	0.0235	0.0169	0.6021	GCA_000221045	CP002745.1	AEK63091.1	3822604..3822807	RNA chaperone, transcription antiterminator, affects expression of rpoS and uspA	CFU_3267	
CP002745.1_prot_3275	III	0.9978	55	0.0014	0.0001	0.0001	0.9978	0.0006	0.0	GCA_000221045	CP002745.1	AEK63114.1	3849475..3849642	hypothetical protein	CFU_3290	
CP002745.1_prot_3286	III	0.4626	454	0.0759	0.0014	0.0001	0.4626	0.3956	0.0645	GCA_000221045	CP002745.1	AEK63125.1	3859490..3860854	LigA	CFU_3301	
CP002745.1_prot_3288	III	0.5963	244	0.2766	0.0025	0.0047	0.5963	0.059	0.061	GCA_000221045	CP002745.1	AEK63127.1	3861442..3862176	Streptomycin biosynthesis protein strG	CFU_3303	
CP002745.1_prot_3295	II	0.9526	477	0.0296	0.0104	0.9526	0.0022	0.0024	0.0028	GCA_000221045	CP002745.1	AEK63134.1	complement(3868609..3870042)	putative thermolabile hemolysin	CFU_3310	
CP002745.1_prot_3309	III	0.6576	194	0.0882	0.0171	0.0004	0.6576	0.1088	0.1279	GCA_000221045	CP002745.1	AEK63148.1	complement(3880443..3881027)	hypothetical protein	CFU_3324	
CP002745.1_prot_3310	III	0.4739	81	0.0714	0.0257	0.0026	0.4739	0.4002	0.0261	GCA_000221045	CP002745.1	AEK63149.1	complement(3881024..3881269)	hypothetical protein	CFU_3325	
CP002745.1_prot_3312	III	0.8485	181	0.0008	0.0043	0.0003	0.8485	0.1359	0.0102	GCA_000221045	CP002745.1	AEK63151.1	complement(3882252..3882797)	hypothetical protein	CFU_3327	
CP002745.1_prot_3341	VI	0.5842	357	0.183	0.0494	0.0274	0.1432	0.0129	0.5842	GCA_000221045	CP002745.1	AEK63180.1	3917826..3918899	lipolytic enzyme, G-D-S-L family	CFU_3356	
CP002745.1_prot_3343	VI	0.6269	143	0.196	0.0749	0.015	0.0772	0.01	0.6269	GCA_000221045	CP002745.1	AEK63182.1	complement(3919387..3919818)	hypothetical protein	CFU_3358	
CP002745.1_prot_3345	VI	0.4828	773	0.004	0.3716	0.0472	0.0943	0.0002	0.4828	GCA_000221045	CP002745.1	AEK63184.1	complement(3920480..3922801)	hypothetical protein	CFU_3360	
CP002745.1_prot_3346	VI	0.9947	949	0.0002	0.0044	0.0002	0.0004	0.0001	0.9947	GCA_000221045	CP002745.1	AEK63185.1	complement(3922867..3925716)	hypothetical protein	CFU_3361	
CP002745.1_prot_3347	VI	0.4471	929	0.3306	0.1916	0.0044	0.0177	0.0086	0.4471	GCA_000221045	CP002745.1	AEK63186.1	complement(3926970..3929759)	hypothetical protein	CFU_3362	
CP002745.1_prot_3348	VI	0.7138	118	0.1466	0.0032	0.0017	0.1196	0.0152	0.7138	GCA_000221045	CP002745.1	AEK63187.1	complement(3930132..3930488)	hypothetical protein	CFU_3363	
CP002745.1_prot_3358	III	0.7212	134	0.1191	0.0014	0.0003	0.7212	0.1358	0.0222	GCA_000221045	CP002745.1	AEK63197.1	3945926..3946330	hypothetical protein	CFU_3373	
CP002745.1_prot_3359	VI	0.9252	211	0.0005	0.0513	0.0133	0.0076	0.0021	0.9252	GCA_000221045	CP002745.1	AEK63198.1	3946327..3946962	conserved hypothetical protein	CFU_3374	
CP002745.1_prot_3360	VI	0.5584	172	0.0366	0.1206	0.1543	0.1227	0.0074	0.5584	GCA_000221045	CP002745.1	AEK63199.1	3947025..3947543	conserved hypothetical protein	CFU_3375	
CP002745.1_prot_3422	VI	0.9501	421	0.0015	0.0362	0.0026	0.0091	0.0004	0.9501	GCA_000221045	CP002745.1	AEK63261.1	complement(4012293..4013558)	Rhs element Vgr protein	CFU_3437	
CP002745.1_prot_3423	II	0.7041	368	0.1685	0.0225	0.7041	0.0244	0.0354	0.0451	GCA_000221045	CP002745.1	AEK63262.1	complement(4013886..4014992)	extracellular protease	CFU_3438	
CP002745.1_prot_3447	II	0.4737	340	0.1778	0.1006	0.4737	0.0021	0.0561	0.1896	GCA_000221045	CP002745.1	AEK63286.1	complement(4045696..4046718)	Lipase precursor	CFU_3462	lipC
CP002745.1_prot_3499	III	0.8434	186	0.1243	0.0003	0.0001	0.8434	0.0301	0.0017	GCA_000221045	CP002745.1	AEK63338.1	complement(4103430..4103990)	hypothetical protein	CFU_3514	
CP002745.1_prot_3500	III	0.5888	86	0.3558	0.0008	0.0002	0.5888	0.0494	0.005	GCA_000221045	CP002745.1	AEK63339.1	complement(4104293..4104553)	hypothetical protein	CFU_3515	
CP002745.1_prot_3508	I	0.4818	394	0.0893	0.4818	0.2264	0.0552	0.0972	0.0501	GCA_000221045	CP002745.1	AEK63347.1	4112142..4113326	hypothetical protein	CFU_3523	
CP002745.1_prot_3531	III	0.894	369	0.0039	0.0719	0.0019	0.894	0.0036	0.0247	GCA_000221045	CP002745.1	AEK63370.1	4135317..4136426	hypothetical protein	CFU_3546	
CP002745.1_prot_3538	III	0.7346	358	0.2279	0.0015	0.0033	0.7346	0.0011	0.0316	GCA_000221045	CP002745.1	AEK63377.1	complement(4142749..4143825)	hypothetical protein	CFU_3553	
CP002745.1_prot_3562	II	0.818	190	0.1134	0.0266	0.818	0.0055	0.0344	0.0022	GCA_000221045	CP002745.1	AEK63401.1	complement(4172053..4172625)	Fimbrial protein precursor	CFU_3577	fimA
CP002745.1_prot_3571	VI	0.7163	1222	0.0303	0.0276	0.0006	0.175	0.0503	0.7163	GCA_000221045	CP002745.1	AEK63410.1	4183573..4187241	hypothetical protein	CFU_3586	
CP002745.1_prot_3574	III	0.8244	445	0.1679	0.0009	0.0006	0.8244	0.0042	0.0019	GCA_000221045	CP002745.1	AEK63413.1	4188106..4189443	putative two-component response regulator	CFU_3589	vieA
CP002745.1_prot_3580	I	0.8892	510	0.0001	0.8892	0.0036	0.1046	0.0014	0.0011	GCA_000221045	CP002745.1	AEK63419.1	complement(4197142..4198674)	Large repetitive protein	CFU_3595	amyH
CP002745.1_prot_3582	III	0.9973	124	0.0003	0.0003	0.0001	0.9973	0.0015	0.0004	GCA_000221045	CP002745.1	AEK63421.1	complement(4199984..4200358)	hypothetical protein	CFU_3597	
